SITE_HISTORY_PK,SH_SITE_ID,SH_BASIN,SH_LOCATION,SH_RIVMILE,SH_OLD_SITE_ID,SH_PREV_NAME,SH_STATION,SH_OLD_RIBS_ID,SH_DESC,SH_CITY_TOWN,SH_LATITUDE,SH_LONGITUDE,SH_COUNTY,SH_FIPS_CDE,SH_NAME,SH_HUC_8,SH_NHD_REACHCODE,SH_NHD_M_VALUE,SH_WQ_STANDARD,SH_DEC_REGION,SH_PWL_ID,SH_WIN,SH_HABITAT_TYPE,SH_SITE_CONDITION,SH_DRAINAGE,SH_NED10_ELEV,CREATE_DATE,END_DATE,UPDATE_DATE,UPDATED_BY_GUID
,09-TURN-3.0,09,TURN,3.0,1013,TURN 02 (pre-2014),02,,50 m below rt. 58 bridge.,Fowler,44.274720,-75.380280,St. Lawrence,089,Turnpike Creek,04150302,,,C(T),6,0905-0100,SL-25-72-2,,,,187.3901,,,,
,09-TURN-5.1,09,TURN,5.1,1012,TURN 01 (pre-2014),01,,at fullerville rd. bridge.,Fowler,44.257220,-75.369720,St. Lawrence,089,Turnpike Creek,04150302,,,D,6,0905-0100,SL-25-72-2,,,,218.6291,,,,
,09-VREN-1.1,09,VREN,1.1,1068,VREN 02 (pre-2014),02,09043201,10 m below rte. 91 bridge.,Pierrepont,44.500560,-75.051660,St. Lawrence,089,Van Rensselaer Creek,04150304,,,AA(T),6,0904-0019,SL-2-22-19,,,,226.1693,,,,
,09-WARD-2.7,09,WARD,2.7,3093,,01,,upstream of bridge on footpath.,Harrietstown,44.185000,-74.184400,Franklin,033,Ward Brook,04150305,,,,5,0903-0162,SL-1-133-P202-5,,,,608.146,,,,
,09-WCRNB-2.5,09,WCRNB,2.5,,,,,at route 12. may not be wadeable.,Goose Bay,44.345727,-75.872626,Jefferson,045,Cranberry Creek,04150309,04150309000682,,C,6,0901-0023,SL-34 thru 40 (sel.),,,,75.461,,,,
,09-WCRNB-3.9,09,WCRNB,3.9,42673977,,01,,swan hollow rd.,Alexandria,44.330421,-75.880110,Jefferson,045,Cranberry Creek,04150309,,,D,6,0901-0023,SL-34-40,,,,75.70897,,,,
,09-WDEE-0.3,09,WDEE,0.3,2034,WDEE-01 (pre-2017),01,,10 m below cr 42 bridge.,Fort Covington,44.965830,-74.471390,Franklin,033,West Branch Deer Creek,04150307,,,D,5,0902-0076,SLC-29-2-2,,,,54.682,,,,
,09-WHEL-0.9,09,WHEL,0.9,3088,,01,,bridge on state route 12e.,Clayton,44.203330,-76.183190,Jefferson,045,Wheeler Creek,04150309,,,D,6,0901-0025,SL-53,,,,81.93526,,,,
,09-WHIK-0.8,09,WHIK,0.8,3028,,01,,welch rd. bridge.,Gouverneur,44.405510,-75.411690,St. Lawrence,089,White Creek,04150302,,,D,6,0905-0122,SL-25-29-1,,,,96.18806,,,,
,09-WMULL-2.0,09,WMULL,2.0,42674042,,01,,upstream of sr 12.,Orleans,44.269942,-75.999180,Jefferson,045,Mullet Creek,04150309,,,C,6,0901-0026,SL-43,,,,76.09404,,,,
,09-WSCK-1.2,09,WSCK,1.2,2035,,01,,30 m above cr 46 noble rd. bridge.,Le Ray,44.088890,-75.809160,Jefferson,045,West Creek,04150303,,,D,6,0906-0042,SL-25-7-3-25,,,,121.9653,,,,
,09-WSCK-3.4,09,WSCK,3.4,42673840,,3.4,09066102,north star rd; low gradient.,Le Ray,44.061953,-75.827492,Jefferson,045,West Creek,04150303,,,A(T),6,0906-0043,SL-25-7/P1-3-25-1,,,,130.8006,,,,
,09-WSCK-6.3,09,WSCK,6.3,42675128,,6.3,,20 m upstream of rte 342 overpass/culvert.,Le Ray,44.028670,-75.830280,Jefferson,045,West Creek,04150303,,,A(T),6,0906-0043,SL-25-  7/P1- 3-25- 1,High gradient- hard bottom,Altered,6,147.0909,,,,
,10-ADKS11_103-1.6,10,ADKS11_103,1.6,3375,,103,,padanarum rd.,Bolton,43.673740,-73.628590,Warren,113,Round Pond Brook,04150408,,,AA-S,5,1006-0023,C-101-P367-65,,,,255.7276,,,,
,10-ADKS11_171-0.2,10,ADKS11_171,0.2,3357,,171,,10 m above johns brook trail.,Keene,44.181320,-73.828020,Essex,031,Bear Brook,04150404,,,AA(T),5,1004-0074,C- 25-27-36,,,,539.9236,,,,
,10-ADKS11_2004-2.5,10,ADKS11_2004,2.5,3360,,2004,,above pump house on whiteface.,Wilmington,44.389910,-73.897500,Essex,031,Unnamed Tributary To Frenchs Brook,04150406,,,C(T),5,1003-0071,C-15-31 thru 47,,,,979.1281,,,,
,10-ADKS11_2005-3.2,10,ADKS11_2005,3.2,3359,,2005,,high elevation site.,Wilmington,44.417850,-73.867200,Essex,031,Unnamed Tributary To Frenchs Brook,04150406,,,C(T),5,1003-0071,C- 15-31 thru 47 (selected),,,,909.1066,,,,
,10-ADKS11_2006-3.1,10,ADKS11_2006,3.1,3361,,2006,,below whiteface accesss rd.,Wilmington,44.377100,-73.901290,Essex,031,Unnamed Tributary To Frenchs Brook,04150406,,,C(T),5,1003-0071,C-15-31 thru 47,,,,1120.537,,,,
,10-ADKS11_2007-2.5,10,ADKS11_2007,2.5,3356,,2007,,high elevation site.,Keene,44.195700,-73.845900,Essex,031,Unnamed Tributary To Slide Brook,04150404,,,AA(T),5,1004-0074,C- 25-27-36,,,,776.0226,,,,
,10-ADKS11_2011-0.7,10,ADKS11_2011,0.7,3355,,2011,,15 m downstream of phelps mtn.,North Elba,44.156210,-73.946290,Essex,031,Phelps Brook,04150404,,,C(T),5,1004-0056,C- 25-26,,,,758.4104,,,,
,10-ADKS11_206-0.2,10,ADKS11_206,0.2,3358,,206,,short walk on trail.,Keene,44.164500,-73.782140,Essex,031,Deer Falls Brook,04150404,,,AA(T),5,1004-0072,C- 25-27,,,,368.9504,,,,
,10-ADKS12_105-1.2,10,ADKS12_105,1.2,3484,,105,,at bartlett rd. rd. crossing.,Wilmington,44.305556,-73.814722,Essex,031,Liscomb Brook,04150404,,,AA(T),5,1004-0071,C- 25-27,,,,453.5849,,,,
,10-ADKS12_110-0.7,10,ADKS12_110,0.7,3488,,110,,0.6 mile bushwack around base of third burnt hill leave trail to taylor pond at coordinates 44.460017 / -73.896068 and head northeast.,Black Brook,44.466111,-73.886389,Clinton,019,Unnamed Tributary To Taylor Pond,04150404,,,C(T),5,1004-0042,C- 25-26,,,,470.469,,,,
,10-ADKS12_123-0.5,10,ADKS12_123,0.5,3492,,123,,0.5 miles bushwack south off trail from golf course in ray brook.,North Elba,44.286667,-74.069444,Essex,031,Unnamed Tributary To  Ray Brook,04150406,,,C(T),5,1003-0074,C- 15-P 86-P 90-60,,,,484.5622,,,,
,10-ADKS12_151-0.1,10,ADKS12_151,0.1,3500,,151,,at route 9 rd. crossing at coordinates 44.138494 / -73.637197.,Elizabethtown,44.138611,-73.637222,Essex,031,Stevens Brook,04150408,,,C(T),5,1004-0081,C- 48,,,,201.7231,,,,
,10-ADKS12_183-0.3,10,ADKS12_183,0.3,3486,,183,,just north off hurricane rd. at coordinates 44.228226 / -73.745509.,Keene,44.228889,-73.745278,Essex,031,Unnamed Tributary To Spruce Hill Brook,04150404,,,AA(T),5,1004-0071,C- 25-27,,,,518.0703,,,,
,10-ADKS12_184-1.0,10,ADKS12_184,1.0,3491,,184,,just west off bonnieview ave / co hwy 19a in wilmington at coordinates 44.410896 / -73.809440.,Wilmington,44.411389,-73.810830,Essex,031,Unnmaed Tributary To West Branch Ausable River,04150404,,,C(T),5,1004-0042,C- 25-26,,,,358.0216,,,,
,10-ADKS12_2000-2.7,10,ADKS12_2000,2.7,3495,,2000,,0.05 mile bushwack south off trail from hopkins mountain via the ranney trail at coordinates 44.178899 / -73.732534.,Keene,44.178333,-73.732770,Essex,031,Putnam Brook,04150404,,,AA(T),5,1004-0072,C- 25-27,,,,941.9333,,,,
,10-ADKS12_2001-0.8,10,ADKS12_2001,0.8,3496,,2001,,0.05 mile bushwack north off the weld trail from lower ausable lake at coordinates 44.119865 / -73.839907.,Keene,44.120556,-73.839720,Essex,031,Unnamed Tributary To East Branch Ausable River,04150404,,,AA(T),5,1004-0072,C- 25-27,,,,853.4244,,,,
,10-ADKS12_2002-3.3,10,ADKS12_2002,3.3,3497,,2002,,0.06 mile bushwack east off fain ladder falls trail from lower ausable lake at coordinates 44.103188 / -73.821276.,Keene,44.102500,-73.820278,Essex,031,Gill Brook,04150404,,,AA(T),5,1004-0072,C- 25-27,,,,900.6395,,,,
,10-ADKS12_2008-1.9,10,ADKS12_2008,1.9,3494,,2008,,0.06 mile bushwack off trail up hedgehog mountain at coordinates 44.160900 / -73.810579.,Keene,44.161111,-73.811660,Essex,031,Deer Falls Brook,04150404,,,,5,1004-0072,C- 25-27,,,,977.305,,,,
,10-ADKS12_2012-2.8,10,ADKS12_2012,2.8,3493,,2012,,0.2 mile bushwack southwest off trail through klondike notch at coordinates 44.167298 / -73.899572 access via trail from southmeadow campground or johns brook trail at the garden.,North Elba,44.165556,-73.902500,Essex,031,Klondike Brook,04150404,,,C(T),5,1004-0056,C- 25-26,,,,918.2321,,,,
,10-ADKS12_240-0.1,10,ADKS12_240,0.1,3499,,240,,just north off pelfishire rd. from bartlett brook rd. crossing.,Moriah,44.080556,-73.491389,Essex,031,Bartlett Brook,04150408,,,A,5,1001-0025,C- 86-3,,,,240.8126,,,,
,10-ADKS12_249-4.7,10,ADKS12_249,4.7,3498,,249,,take trail south west off mcmahon rd. trail meets rd. at coordinates 44.180450 / -73.495210. bushwack 0.06 miles east off trail at coordinates 44.179403 / -73.495954.,Westport,44.178889,-73.494722,Essex,031,Hoisington Brook,04150408,,,C(T),5,1001-0023,C- 73,,,,194.4381,,,,
,10-ADKS12_257-0.7,10,ADKS12_257,0.7,3489,,257,,just north off county highway 18a/guilespy rd. at coordinates 44.411788 / -73.906981.,St Armand,44.417060,-73.912503,Essex,031,Unnamed Tributary To Frenchs Brook,04150406,,,C(T),5,1003-0071,C- 15-31 thru 47 (selected),,,,553.6457,,,,
,10-ADKS12_276-1.4,10,ADKS12_276,1.4,3490,,276,,0.3 mile hike up ski trail at marble mountain to the trail crossing over white brook. access is via whiteface memorial highway.,Wilmington,44.391111,-73.858889,Essex,031,White Brook,04150404,,,C(T),5,1004-0013,C- 25-26,,,,588.3242,,,,
,10-ADKS12_78-0.8,10,ADKS12_78,0.8,3487,,78,,0.05 miles east from end of bear brook way at coordinates 44.229956 / -73.738307.,Keene,44.230000,-73.736389,Essex,031,Unnamed Tributary To Spruce Hill Brook,04150404,,,AA(T),5,1004-0071,C- 25-27,,,,577.76,,,,
,10-ADKS12_83-1.1,10,ADKS12_83,1.1,3483,,83,,0.2 mile hike east on trail off clintonville rd. trail begins at coordinates 44.412981 / -73.569368.,Chesterfield,44.411944,-73.566944,Essex,031,Unnamed Tributary To Durgan Brook,04150408,,,C(T),5,1004-0036,C- 48- 6,,,,277.7696,,,,
,10-ADKS12_98-1.0,10,ADKS12_98,1.0,3485,,98,,0.1 mile bushwack off dead end rd. off irish hill/zimmery rd. dead end rd leaves irish hill rd. at coordinates 44.293360 / -73.773648. bushwack should begin at coordinates 44.288281 / -73.770674.,Keene,44.287778,-73.768880,Essex,031,Unnamed Tributary To Styles Brook,04150404,,,AA(T),5,1004-0071,C- 25-27,,,,422.8953,,,,
,10-ALDE-0.7,10,ALDE,0.7,1875,,01,,10 m above rte 3.,Franklin,44.571670,-73.943840,Franklin,033,Alder Brook,04150406,,,C(T),5,1003-0038,C- 15-22,,,,360.453,,,,
,10-ALDE_T15-0.6,10,ALDE_T15,0.6,,,,,hike east off cr 3 for 0.8 miles. possible access on jeep trail.,Franklin,44.498208,-74.008785,Franklin,033,Unnamed Tributary To Alder Brook,04150406,04150406001055,,C(T),5,1003-0038,C- 15-22,,,,447.1154,,,,
,10-ARNO-0.1,10,ARNO,0.1,,,,,30 m above state highway 22.,Peru,44.596460,-73.511990,Clinton,019,Arnold Brook,04150408,,,C,5,1004-0018,C-23,Low gradient-soft bottom,,,82.69418,,,,
,10-BEAW-2.3,10,BEAW,2.3,2843,,01,,rt 9.,Westport,44.233640,-73.382670,Essex,031,Beaver Brook,04150408,,,D,5,1004-0039,C- 48,,,,97.84379,,,,
,10-BEHA-1.0,10,BEHA,1.0,1876,,01,,40 m above picketts corner rd.,Saranac,44.673020,-73.727320,Clinton,019,Behan Brook,04150406,,,C(T),5,1003-0053,C- 15- 11 thru 30 (selected),,,,246.8272,,,,
,10-BIGC-0.4,10,BIGC,0.4,40969930,,02,,cr 43 bridge.,Kingsbury,43.356393,-73.487070,Washington,115,Big Creek,04150401,,,D,5,1005-0004,C-134- 4-27,,,,39.18013,,,,
,10-BIGC-1.7,10,BIGC,1.7,,,,10053201,off sr 149.,Hartford,43.356270,-73.470090,Washington,115,Big Creek,04150401,,,D,5,1005-0004,C-134- 4-27,,,,42.73262,,,,
,10-BIGC-6.3,10,BIGC,6.3,55,BIGC 01 (pre-2014),01,10053205,70 m west of sr 149.,Hartford,43.359908,-73.421920,Washington,115,Big Creek,04150401,,,C(T),5,1005-0004,C-134- 4-27,,,,69.64996,,,,
,10-BIGC_T6-4.3,10,BIGC_T6,4.3,2865,GRNS-01 (pre-2017),01,,rt 40.,Hartford,43.382040,-73.367740,Washington,115,Unnamed Tributary To Big Creek,04150401,,,D,5,1005-0004,C-134- 4-27,,,,136.374,,,,
,10-BISH-0.6,10,BISH,0.6,2864,,01,10054100,rte 149. 50 m below bridge. fields on each side.,Fort Ann,43.403900,-73.538200,Washington,115,Bishop Brook,04150401,,,A(T),5,1005-0064,C-134- 4-19- 8,,,,63.44901,,,,
,10-BLAR-1.1,10,BLAR,1.1,2840,,01,10042401,cr 8.,Elizabethtown,44.234220,-73.510520,Essex,031,Black River,04150408,,,C(T),5,1004-0082,C- 48-26,,,,139.2572,,,,
,10-BLBR-2.4,10,BLBR,2.4,64,,01,,150 m below co. rt. 17 bridge.,Black Brook,44.458610,-73.743330,Clinton,019,Black Brook,04150404,,,C(T),5,1004-0042,C- 25-26,,,,279.8013,,,,
,10-BOQT-2.6,10,BOQT,2.6,,,,10041203,n. main st./rte 22 bridge.,Wilsboro,44.363890,-73.390881,Essex,031,Boquet River,04150408,04150408009055,,CT,5,1004-0037,C- 48,,,,44.54905,,,,
,10-BOQT-2.8,10,BOQT,2.8,93,BOQT-07,07,10041203,500 m above rt. 22 bridge.,Willsboro,44.361742,-73.391577,Essex,031,Boquet River,04150408,,,C,5,1004-0037,C- 48,,,,46.55376,,,,
,10-BOQT-10.8,10,BOQT,10.8,,,,,upstream of whallons bay rd.,Essex,44.264529,-73.401200,Essex,031,Boquet River,04150408,04150408002553,,A,5,1004-0039,C- 48,,,,71.68459,,,,
,10-BOQT-13.7,10,BOQT,13.7,2473,,05A,,below mariam forge rd. bridge.,Westport,44.241110,-73.430000,Essex,031,Boquet River,04150408,,,A,5,1004-0039,C- 48,,,,96.02663,,,,
,10-BOQT-15.0,10,BOQT,15.0,92,,05,,10 m below morrison rd. bridge.,Westport,44.225280,-73.440280,Essex,031,Boquet River,04150408,,,C(T),5,1004-0039,C- 48,,,,86.93267,,,,
,10-BOQT-23.2,10,BOQT,23.2,2841,,04A,,lee bridge rd.,Lewis,44.248260,-73.520140,Essex,031,Boquet River,04150408,,,C(T),5,1004-0046,C- 48,,,,117.6713,,,,
,10-BOQT-28.5,10,BOQT,28.5,91,,04,,150 m above co rt. 8a bridge.,Elizabethtown,44.220030,-73.585520,Essex,031,Boquet River,04150408,,,AA(T),5,1004-0046,C- 48,,,,162.827,,,,
,10-BOQT-28.6,10,BOQT,28.6,,,,10041230,above cr 8 bridge.,Elizabethtown,44.217780,-73.585560,Essex,031,Boquet River,04150408,04150408009542,,C(T),5,1004-0046,C- 48,,,,161.1641,,,,
,10-BOQT-37.2,10,BOQT,37.2,2356,,03,,above gilligan rd. bridge.,Elizabethtown,44.146940,-73.626950,Essex,031,Boquet River,04150408,,,C(T),5,1004-0081,C- 48,,,,182.281,,,,
,10-BOQT-41.7,10,BOQT,41.7,2355,,02,,off route 9. near route 73 junction.,Elizabethtown,44.105830,-73.685840,Essex,031,Boquet River,04150408,,,C(T),5,1004-0081,C- 48,,,,319.385,,,,
,10-BOQT_N-3.3,10,BOQT_N,3.3,616,NBQT-01 (pre-2017),01,,40 m below co. rt. 68 (west rd.) bridge.,Willsboro,44.322780,-73.446950,Essex,031,North Branch Boquet River,04150408,,,C(T),5,1004-0078,C- 48- 6,,,,69.949,,,,
,10-BRAY-1.5,10,BRAY,1.5,,,,,jerusalem rd.,Altona,44.806416,-73.724275,Clinton,019,Brandy Brook,04150408,04150408011048,,C(T),5,1002-0018,C-  3 (portion 5),,,,377.008,,,,
,10-BRNC-0.4,10,BRNC,0.4,2839,,01,,9 bridge.,Elizabethtown,44.216670,-73.590250,Essex,031,The Branch,04150408,,,AA(T),5,1004-0040,C- 48-34,,,,167.671,,,,
,10-BURP-3.7,10,BURP,3.7,2842,,01,,cr 10 to denton rd. to west rd.,Lewis,44.255610,-73.590380,Essex,031,Burpee Brook,04150408,,,C(T),5,1004-0079,C- 48- 6-10,,,,238.1636,,,,
,10-BUTB-3.4,10,BUTB,3.4,2831,,01,,clark rd.,Peru,44.591830,-73.571840,Clinton,019,Spaulding Brook,04150408,,,D,5,1004-0018,C- 23,,,,139.188,,,,
,10-CADE-0.1,10,CADE,0.1,1878,,01,10043101,30 m above church st.,Keene,44.262500,-73.795830,Essex,031,Cascade Brook,04150404,,,AA(T),5,1004-0071,C- 25-27,,,,251.4812,,,,
,10-CARN-1.2,10,CARN,1.2,1877,,01,,40 m below lamountain rd. bridge.,Chesterfield,44.454680,-73.562760,Essex,031,Carney Brook,04150404,,,C(T),5,1004-0020,C- 25,,,,147.5851,,,,
,10-CBRK-0.2,10,CBRK,0.2,1880,,01,,10 m below cold brook rd.,Black Brook,44.587500,-73.908330,Clinton,019,Cold Brook,04150406,,,C(T),5,1003-0056,C- 15-22- 3,,,,350.858,,,,
,10-CBRK_E-0.6,10,CBRK_E,0.6,2826,ECLD-01 (pre-2017),01,,.10 miles off standish rd. behind house-use mowed path.,Saranac,44.632980,-73.915430,Clinton,019,East Branch Cold Brook,04150406,,,C(T),5,1003-0056,C- 15-22- 3,,,,460.3587,,,,
,10-CHAT-0.7,10,CHAT,0.7,1879,,01,,100 m above cr 2.,Putnam,43.801670,-73.394440,Washington,115,Charter Brook,04150408,,,C,5,1005-0023,C-102,,,,40.06071,,,,
,10-CHLS-0.6,10,CHLS,0.6,40969932,,01,,45 m n of old chilson rd. (cr 48).,Ticonderoga,43.857407,-73.447807,Essex,031,Chilson Brook,04150408,,,C(T),5,1006-0018,C-101- 1,,,,70.637,,,,
,10-CHMP-1.1,10,CHMP,1.1,2958,,02,10051600,saunders street just below restaurant dock.,Whitehall,43.555000,-73.401000,Washington,115,Champlain Canal,04150401,,,C,5,1005-0034,C-134,,,,38.3349,,,,
,10-CHMP-6.3,10,CHMP,6.3,2959,,01,10052204,ryder rd. 200 m above bridge.,Whitehall,43.482310,-73.425310,Washington,115,Champlain Canal,04150401,,,C,5,1005-0036,C-134- 4,,,,33.45105,,,,
,10-CHUB-0.4,10,CHUB,0.4,229,,03,,100 m above confluence with west br. ausable river.,North Elba,44.271182,-73.961535,Essex,031,Chubb River,04150404,,,C,5,1004-0028,C- 25-26-35,,,,503.6189,,,,
,10-CHUB-5.0,10,CHUB,5.0,,,,,mainstem reference.,North Elba,44.262096,-74.014540,Essex,031,Chubb River,04150404,04150404000018,,C(T),5,1004-0028,C- 25-26-35,,,,559.35,,,,
,10-CHUB_T4-0.6,10,CHUB_T4,0.6,,,,,downstream of old military rd. control stream 2; ds.,North Elba,44.268489,-73.988530,Essex,031,Unnamed Tributary To Chubb River,04150404,04150404000243,,B,5,1004-0028,C- 25-26-35,,,,549.133,,,,
,10-CHUB_T4-0.7,10,CHUB_T4,0.7,,,,,upstream of old military rd. control stream 2; us.,North Elba,44.267337,-73.989420,Essex,031,Unnamed Tributary To Chubb River. Control Strm 2; Us,04150404,04150404000243,,B,5,1004-0028,C- 25-26-35,,,,557.533,,,,
,10-CLIF-0.1,10,CLIF,0.1,,,,,off sr 9n. just above confluence with east branch ausable river.,Keene,44.284907,-73.788860,Essex,031,Clifford Brook,04150404,04150404001013,,C(T),5,1004-0071,C- 25-27,,,,240.2975,,,,
,10-CMIL-3.3,10,CMIL,3.3,40969933,,01,10051702,at lake rd.,Putnam,43.722127,-73.418303,Washington,115,Mill Brook,04150408,,,C(T),5,1005-0024,C-106,,,,78.54688,,,,
,10-COLW-0.7,10,COLW,0.7,2856,,01,,off reber rd. n.,Willsboro,44.326750,-73.480080,Essex,031,Cold Brook,04150408,,,C(T),5,1004-0078,C- 48- 6,,,,108.5509,,,,
,10-CORB-0.8,10,CORB,0.8,261,CORB 01 (pre-2014),01,10022201,10 m below stetson rd. bridge.,Champlain,44.937780,-73.420560,Clinton,019,Corbeau Creek,04150408,,,D,5,1002-0012,C-  3- 2,,,,39.46679,,,,
,10-CORB-6.0,10,CORB,6.0,40969934,,00,,end of waters rd. (off ridge rd).,Champlain,44.916658,-73.470540,Clinton,019,Corbeau Creek,04150408,,,D,5,1002-0012,C-  3- 2,,,,57.97668,,,,
,10-DART-0.1,10,DART,0.1,,,,,off hulls falls rd. just above confluence with east branch ausable river.,Keene,44.256252,-73.793830,Essex,031,Dart Brook,04150404,04150404000066,,AA(T),5,1004-0071,C- 25-27,,,,250.4972,,,,
,10-DEAC-3.8,10,DEAC,3.8,2854,,01,,pardy rd. 40 m downstream.,Beekmantown,44.759100,-73.446900,Clinton,019,Dead Creek,04150408,,,D,5,1001-0019,C- 14,,,,31.78086,,,,
,10-DLET-0.1,10,DLET,0.1,2824,INLT-01 (pre-2017),01,,chazy lake rd. 20 m upstream.,Dannemora,44.740300,-73.835200,Clinton,019,Deep Inlet Brook,04150408,,,AA(T),5,1002-0021,C-  3-P20-,,,,473.041,,,,
,10-DLET-2.4,10,DLET,2.4,2825,,01,,2.3 mile bushwack in from chazy rd.,Dannemora,44.720410,-73.870150,Clinton,019,Deep Inlet Brook,04150408,,,AA(T),5,1002-0021,C-  3-P20-,,,,717.2169,,,,
,10-DODD-0.2,10,DODD,0.2,296,,03,,50 m above rt. 9n bridge; at small concrete bridge.,Hague,43.737780,-73.504720,Warren,113,Dodd Hill Road Stream,04150408,,,AA-S,5,1006-0024,C-101-P367-74 thru 89 (selected),,,,120.989,,,,
,10-DODD-1.0,10,DODD,1.0,295,,02,,dodd hill rd.; path just past chalet and clearing.,Hague,43.741670,-73.516380,Warren,113,Dodd Hill Road Stream,04150408,,,AA-S,5,1006-0024,C-101-P367-74 thru 89 (selected),,,,208.3145,,,,
,10-DODD-1.4,10,DODD,1.4,294,,01,,10 m below culvert under dodd hill rd.,Hague,43.743330,-73.523060,Warren,113,Dodd Hill Road Stream,04150408,,,AA-S,5,1006-0024,C-101-P367-74 thru 89 (selected),,,,256.9065,,,,
,10-DUTT-0.6,10,DUTT,0.6,2850,,01,,sr 3.,Harrietstown,44.251870,-74.238100,Franklin,033,Dutton Brook,04150406,,,AA,5,1003-0121,C- 15-P110- 1 thru 8,,,,469.6359,,,,
,10-ENBR-0.7,10,ENBR,0.7,320,,01,,5 m below rt. 9 bridge.,Lake George,43.436390,-73.719170,Warren,113,English Brook,04150408,,,AA-S,5,1006-0032,C-101-P367-41,,,,145.9362,,,,
,10-FERR-1.0,10,FERR,1.0,1881,,01,,30 m below o'neil rd.,Chazy,44.804440,-73.518610,Clinton,019,Ferrell Brook,04150408,,,,5,1002-0008,C-4,,,,99.09906,,,,
,10-FICK-1.1,10,FICK,1.1,2851,,01,,cr 18.,Harrietstown,44.329800,-74.187000,Franklin,033,Fish Creek,04150406,,,AA(T),5,1003-0082,C- 15-P104-66 thru 74,,,,469.3367,,,,
,10-FICK_T1-1.0,10,FICK_T1,1.0,40969974,TFIC-01 (pre-2017),01,,just off adirondack scenic railway.,Harrietstown,44.347602,-74.183973,Franklin,033,Unnamed Tributary To Fish Creek,04150406,,,AA(T),5,1003-0082,C- 15-P104-66 thru 74,,,,474.3372,,,,
,10-FINK-0.7,10,FINK,0.7,342,,01,,20 m below horicon ave. bridge.,Bolton,43.566670,-73.660000,Warren,113,Finkle Brook,04150408,,,AA-S,5,1006-0003,C-101-P367-53.56,,,,174.1591,,,,
,10-FLOS-0.1,10,FLOS,0.1,42674110,,01,,drive on floodwood rd. to trail entrance at coordinates 44.341818 / -74.387830.,Santa Clara,44.328052,-74.387990,Franklin,033,Floodwood Passage,04150406,,,AA,5,1003-0087,C- 15-P114- 1 thru 15,,,,482.954,,,,
,10-FMIL-2.1,10,FMIL,2.1,355,,01,10051802,10 m above rt. 49 bridge.,Ticonderoga,43.881110,-73.422780,Essex,031,Fivemile Creek,04150408,,,C(T),5,1005-0021,C-100,,,,53.31614,,,,
,10-GCHZ-2.5,10,GCHZ,2.5,2735,GCHZ-04 (2009); GCHZ 06 (pre-2014),06,,lake st/ rte 9b bridge.,Champlain,44.942500,-73.409010,Clinton,019,Great Chazy River,04150408,,,C,5,1002-0010,C-  3 (portion 1),,,,28.866,,,,
,10-GCHZ-6.6,10,GCHZ,6.6,,,,10021006,at ryder rd. bridge.,Champlain,44.986700,-73.445600,Clinton,019,Great Chazy River,04150408,,,C,5,1002-0010,C-  3 (portion 1),,,,29.26371,,,,
,10-GCHZ-6.7,10,GCHZ,6.7,382,GCHZ-03 (2009); GCHZ 05 (pre-2014),05,,50 m below rt. 9 bridge.,Champlain,44.986940,-73.449450,Clinton,019,Great Chazy River,04150408,,,C,5,1002-0001,C-  3 (portion 2),,,,33.46832,,,,
,10-GCHZ-12.0,10,GCHZ,12.0,2734,GCHZ-02B (2009); GCHZ 04 (pre-2014),04,,sr 11 bridge.,Champlain,44.976670,-73.517050,Clinton,019,Great Chazy River,04150408,,,A,5,1002-0010,C-  3 (portion 1),,,,59.3509,,,,
,10-GCHZ-21.3,10,GCHZ,21.3,381,GCHZ-02A (2009); GCHZ 03 (pre-2014),03,,off mill st.,Mooers,44.957220,-73.588610,Clinton,019,Great Chazy River,04150408,,,A,5,1002-0010,C-  3 (portion 1),,,,76.37202,,,,
,10-GCHZ-27.4,10,GCHZ,27.4,40969941,,02B,10021028,joe wood rd. (cr 15) across from town line rd.,Mooers,44.912850,-73.639500,Clinton,019,Great Chazy River,04150408,,,C,5,1002-0017,C-  3 (portion 3),,,,149.9765,,,,
,10-GCHZ-29.4,10,GCHZ,29.4,379,GCHZ-01 (2009); GCHZ 02 (pre-2014),02,10021030,miner farm rd; cr 23.,Altona,44.888890,-73.645280,Clinton,019,Great Chazy River,04150408,,,D,5,1002-0017,C-  3 (portion 3),,,,177.7782,,,,
,10-GCHZ-33.1,10,GCHZ,33.1,,,,,off rabideau rd.,Altona,44.864381,-73.693774,Clinton,019,Great Chazy River,04150408,04150408004041,,C(T),5,1002-0018,C-  3 (portion 5),,,,249.9235,,,,
,10-GCHZ-41.2,10,GCHZ,41.2,2733,GCHZ-A (2009); GCHZ 01 (pre-2014),01,,plank rd. bridge.,Ellenburg,44.782700,-73.766340,Clinton,019,Great Chazy River,04150408,,,C(T),5,1002-0018,C-  3 (portion 5),,,,444.929,,,,
,10-GCHZ_N-0.5,10,GCHZ_N,0.5,380,GCHZ-02 (2009); NCHZ-02 (pre-2017),02,10022300,100 m above rt. 11 bridge.,Mooers,44.957020,-73.643300,Clinton,019,North Branch Great Chazy River,04150408,,,C(T),5,1002-0013,C-  3-25,,,,107.5188,,,,
